predict_enemy
0.5814628
0.4095581
0.4479193
0.38231236
0.5340457
0.58871484
0.51800126
0.4716348
0.41637793
0.37685877
0.37208357
0.46569878
0.3497774
0.48966742
0.45664188
0.44950634
0.6458506
0.45631102
0.5741274
0.3777894
0.36686382
0.31967914
0.35702127
0.5417555
0.45039448
0.4101614
0.36819354
0.4122694
0.38044366
0.4595232
0.52860147
0.3857376
0.44145986
0.46367705
0.3696604
0.5498187
0.5495718
0.39183745
0.37348402
0.3629772
0.3770953
0.3807316
0.4904522
0.37302995
0.511792
0.31556377
0.5002179
0.34062067
0.38668352
0.47026375
0.5157296
0.4099734
0.44319707
0.53676915
0.58989036
0.36797297
0.39093283
0.3856679
0.39154488
0.44221136
0.50994635
0.50713503
0.3703686
0.4097949
0.316244
0.4752932
0.5406078
0.3979152
0.48983428
0.45025185
0.57421094
0.37539014
0.41814378
0.35143563
0.45875224
0.39874026
0.6113742
0.51975274
0.367965
0.50549865
0.4765793
0.4467601
0.40941763
0.6506949
0.5850468
0.42227656
0.54084665
0.48134506
0.456095
0.38705683
0.46208364
0.40272304
0.4370122
0.52629536
0.628941
0.59939027
0.38647962
0.3536046
0.3781895
0.6131103
0.41645643
0.4967157
0.48881128
0.4339978
0.4159375
0.44996724
0.5022229
0.40975887
0.56891924
0.44691318
0.48772997
0.6962028
0.6264465
0.4346729
0.4744719
0.47331274
0.5784301
0.42926583
0.5198001
0.4658191
0.4340206
0.414719
0.46858016
0.47433376
0.411863
0.5057133
0.37755677
0.5742382
0.3939837
0.41883326
0.44775617
0.48341876
0.45850834
0.44161677
0.4455744
0.32102695
0.49510399
0.6196877
0.48209083
0.41921008
0.41926882
0.39659303
0.3588658
0.51606256
0.30590314
0.42256013
0.502949
0.3746872
0.46821672
0.50870585
0.4247191
0.43714118
0.3399168
0.54444605
0.47451112
0.4709781
0.33911744
0.42821223
0.54339176
0.45433864
0.39818347
0.42820325
0.2709892
0.5433436
0.45227897
0.4336709
0.48793557
0.28511986
0.45146462
0.42912018
0.4414699
0.57310945
0.55618966
0.50711745
0.34064186
0.5717841
0.44029567
0.4496076
0.39502317
0.37909767
0.39204437
0.51655996
0.5167515
0.534914
0.3744967
0.48761564
0.45863917
0.44401774
0.4674215
0.49486476
0.435445
0.4713042
0.53589076
0.54826283
0.43428567
0.44787183
0.38020504
0.4114533
0.4423746
0.3207077
0.44258502
0.38577017
0.45718926
0.4356624
0.40152448
0.56872815
0.4057422
0.5029229
0.53609324
0.41348615
0.47585782
0.46006995
0.3556641
0.5404729
0.4899793
0.53350776
0.44904703
0.6399945
0.4425523
0.40619496
0.41510516
0.4382642
0.56276304
0.4177027
0.49845168
0.5016733
0.45802036
0.5921366
0.3928271
0.52331054
0.4763061
0.32796788
0.5170988
0.565368
0.51510996
0.5099359
0.42618915
0.4446249
0.43325004
0.44825852
0.5380925
0.510873
0.38626498
0.44081402
0.50166905
0.44644153
0.42403337
0.49542525
0.4994941
0.4229043
0.3819303
0.3477307
0.51255095
0.44276547
0.34729645
0.44803694
0.46028253
0.5630682
0.4278969
0.40578592
0.5538449
0.35547137
0.3419249
0.5257055
0.51036406
0.5048603
0.41260597
0.43776935
0.44588897
0.47416133
0.6128457
0.45852056
0.51610327
0.36894128
0.35369623
0.41361007
0.5063247
0.52298
0.47496346
0.67467004
0.50108737
0.35439274
0.4233051
0.48861793
0.50322586
0.35692585
0.5141119
0.5288415
0.48495358
0.4827059
